user_name,email,platform,amount,currency,description,earned_at
"Mala Agarwal","mala.agarwal64@gmail.com","Freelancer.com",2580.90,INR,"ETL Pipeline",2025-12-05
"Mala Agarwal","mala.agarwal64@gmail.com","Fiverr",9162.75,INR,"Graphic Design",2025-10-06
"Mala Agarwal","mala.agarwal64@gmail.com","Fiverr",16734.17,INR,"Voice Over",2025-12-04
"Mala Agarwal","mala.agarwal64@gmail.com","Fiverr",24393.46,INR,"Translation Service",2025-09-15
"Mala Agarwal","mala.agarwal64@gmail.com","Fiverr",22262.70,INR,"Content Writing",2025-10-05
"Pankaj Sharma","pankaj.sharma21@gmail.com","Freelancer.com",18267.48,INR,"IoT Dashboard",2026-02-15
"Pankaj Sharma","pankaj.sharma21@gmail.com","Freelancer.com",24890.71,INR,"Chatbot Development",2025-11-27
"Pankaj Sharma","pankaj.sharma21@gmail.com","Freelancer.com",14282.41,INR,"Cybersecurity Audit",2025-12-30
"Pankaj Sharma","pankaj.sharma21@gmail.com","Freelancer.com",14695.96,INR,"Cybersecurity Audit",2026-01-10
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",20641.35,INR,"API Integration",2025-11-03
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",1488.25,INR,"API Integration",2025-11-18
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",1677.79,INR,"SEO Optimization",2025-11-26
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",9951.48,INR,"UI/UX Design Review",2025-10-26
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",18184.00,INR,"DevOps Setup",2025-10-14
"Pankaj Sharma","pankaj.sharma21@gmail.com","Upwork",4648.49,INR,"Code Review",2025-12-08
"Pallavi Bajaj","pallavi.bajaj79@gmail.com","Upwork",6397.60,INR,"Web Development Project",2025-11-26
"Pallavi Bajaj","pallavi.bajaj79@gmail.com","Upwork",8793.03,INR,"Technical Writing",2025-12-28
"Pallavi Bajaj","pallavi.bajaj79@gmail.com","Upwork",14030.75,INR,"Database Optimization",2025-11-20
"Pallavi Bajaj","pallavi.bajaj79@gmail.com","Upwork",15917.27,INR,"Landing Page Design",2026-02-23
"Pallavi Bajaj","pallavi.bajaj79@gmail.com","Upwork",7617.22,INR,"React Frontend Build",2025-11-20
"Tara Mehta","tara.mehta62@gmail.com","Upwork",9271.06,INR,"Bug Fix Sprint",2025-11-24
"Tara Mehta","tara.mehta62@gmail.com","Upwork",18248.84,INR,"React Frontend Build",2026-02-18
"Tara Mehta","tara.mehta62@gmail.com","Upwork",7192.93,INR,"Database Optimization",2025-09-23
"Tara Mehta","tara.mehta62@gmail.com","Upwork",17818.30,INR,"Web Development Project",2025-10-10
"Tara Mehta","tara.mehta62@gmail.com","Upwork",22116.94,INR,"Database Optimization",2026-01-28
"Tara Mehta","tara.mehta62@gmail.com","Upwork",13387.26,INR,"SEO Optimization",2025-12-05
"Tara Mehta","tara.mehta62@gmail.com","Upwork",2976.13,INR,"Landing Page Design",2025-12-24
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",20283.23,INR,"DevOps Setup",2025-12-05
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",5986.51,INR,"API Integration",2026-01-25
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",24020.34,INR,"Technical Writing",2025-10-08
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",10158.60,INR,"API Integration",2026-02-03
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",10898.89,INR,"API Integration",2025-09-21
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",11877.45,INR,"React Frontend Build",2026-02-14
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",21154.95,INR,"Bug Fix Sprint",2026-02-17
"Aarav Chadha","aarav.chadha2@gmail.com","Upwork",4225.63,INR,"Bug Fix Sprint",2026-01-17
"Aarav Chadha","aarav.chadha2@gmail.com","Freelancer.com",5345.17,INR,"Shopify Store Setup",2025-10-08
"Aarav Chadha","aarav.chadha2@gmail.com","Freelancer.com",6420.28,INR,"Chatbot Development",2026-01-03
"Aarav Chadha","aarav.chadha2@gmail.com","Freelancer.com",13725.17,INR,"ERP Customization",2025-12-19
"Aarav Chadha","aarav.chadha2@gmail.com","Freelancer.com",18405.65,INR,"Python Script Development",2026-01-15
"Aarav Chadha","aarav.chadha2@gmail.com","Freelancer.com",7904.32,INR,"Python Script Development",2025-11-29
"Chitra Tiwari","chitra.tiwari64@gmail.com","Upwork",10347.96,INR,"Full Stack Project",2026-01-03
"Chitra Tiwari","chitra.tiwari64@gmail.com","Upwork",10311.99,INR,"Mobile App Development",2025-12-16
"Chitra Tiwari","chitra.tiwari64@gmail.com","Upwork",5813.50,INR,"Landing Page Design",2026-01-15
"Chitra Tiwari","chitra.tiwari64@gmail.com","Upwork",18358.29,INR,"Landing Page Design",2025-11-20
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",17988.66,INR,"Data Analysis Report",2026-02-13
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",15546.65,INR,"ETL Pipeline",2026-01-19
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",7876.45,INR,"Blockchain Integration",2025-12-23
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",20028.79,INR,"Machine Learning Model",2025-09-10
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",21235.75,INR,"ETL Pipeline",2026-01-26
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",23403.71,INR,"Android App",2025-10-24
"Chitra Tiwari","chitra.tiwari64@gmail.com","Freelancer.com",20333.50,INR,"Game Development",2025-11-06
"Rashmi Bose","rashmi.bose60@gmail.com","Upwork",2538.84,INR,"WordPress Plugin",2025-12-26
"Rashmi Bose","rashmi.bose60@gmail.com","Upwork",21324.45,INR,"Database Optimization",2026-01-30
"Rashmi Bose","rashmi.bose60@gmail.com","Upwork",11708.39,INR,"Bug Fix Sprint",2025-12-07
"Rashmi Bose","rashmi.bose60@gmail.com","Upwork",18812.42,INR,"WordPress Plugin",2026-01-23
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",6229.07,INR,"WordPress Plugin",2025-11-28
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",1270.61,INR,"Node.js Backend Service",2025-10-16
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",21505.60,INR,"React Frontend Build",2026-03-01
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",3247.89,INR,"Mobile App Development",2025-12-27
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",15908.39,INR,"Full Stack Project",2025-10-24
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Upwork",18985.52,INR,"Code Review",2026-01-13
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Fiverr",21981.54,INR,"Graphic Design",2025-09-23
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Fiverr",15553.17,INR,"Translation Service",2025-09-10
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Fiverr",10823.94,INR,"Graphic Design",2025-12-14
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Fiverr",23938.34,INR,"Video Editing",2026-02-20
"Nikhil Tiwari","nikhil.tiwari35@gmail.com","Fiverr",6847.95,INR,"Illustration",2025-12-16
"Naveen Chadha","naveen.chadha50@gmail.com","Upwork",4395.45,INR,"Mobile App Development",2025-10-05
"Naveen Chadha","naveen.chadha50@gmail.com","Upwork",21331.34,INR,"Technical Writing",2025-12-18
"Naveen Chadha","naveen.chadha50@gmail.com","Upwork",9714.73,INR,"Database Optimization",2026-03-01
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",17494.53,INR,"Data Entry",2025-09-24
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",19139.47,INR,"Photo Editing",2025-10-29
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",5617.39,INR,"Video Editing",2026-01-24
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",25000.87,INR,"Social Media Management",2026-02-08
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",994.78,INR,"Podcast Editing",2025-10-19
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",24841.48,INR,"Content Writing",2026-02-09
"Naveen Chadha","naveen.chadha50@gmail.com","Fiverr",12122.09,INR,"Social Media Management",2025-12-26
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",15795.98,INR,"Technical Writing",2025-09-25
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",10508.82,INR,"Database Optimization",2025-11-21
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",18559.73,INR,"Landing Page Design",2026-01-13
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",19530.21,INR,"Node.js Backend Service",2025-09-26
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",9650.62,INR,"WordPress Plugin",2025-12-28
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",14964.31,INR,"Landing Page Design",2025-10-13
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Upwork",15738.83,INR,"WordPress Plugin",2025-11-07
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",22864.99,INR,"Resume Writing",2025-11-25
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",17642.01,INR,"Whiteboard Animation",2026-01-09
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",23714.61,INR,"Photo Editing",2025-09-14
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",5248.78,INR,"Photo Editing",2025-10-17
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",17562.04,INR,"Social Media Management",2026-01-09
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",14970.11,INR,"Illustration",2025-10-17
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",23292.82,INR,"Podcast Editing",2025-12-12
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Fiverr",23086.06,INR,"Logo Design",2026-02-23
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Freelancer.com",13834.13,INR,"Machine Learning Model",2025-11-15
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Freelancer.com",4881.27,INR,"Payment Gateway Setup",2026-02-22
"Bhavna Ahuja","bhavna.ahuja9@gmail.com","Freelancer.com",3961.92,INR,"Cybersecurity Audit",2026-01-17
"Girish Gupta","girish.gupta77@gmail.com","Upwork",7755.95,INR,"Code Review",2026-01-04
"Girish Gupta","girish.gupta77@gmail.com","Upwork",2166.31,INR,"Database Optimization",2025-10-24
"Girish Gupta","girish.gupta77@gmail.com","Upwork",14604.36,INR,"UI/UX Design Review",2025-11-22
"Girish Gupta","girish.gupta77@gmail.com","Upwork",23817.35,INR,"Mobile App Development",2026-03-01
"Girish Gupta","girish.gupta77@gmail.com","Upwork",7862.25,INR,"Node.js Backend Service",2025-11-15
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",24736.11,INR,"Illustration",2025-11-02
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",10914.15,INR,"Content Writing",2025-09-27
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",9619.86,INR,"Translation Service",2025-09-17
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",22857.07,INR,"Content Writing",2025-11-24
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",9435.66,INR,"Social Media Management",2025-10-02
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",6907.49,INR,"Graphic Design",2025-10-30
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",8616.86,INR,"Resume Writing",2026-01-06
"Girish Gupta","girish.gupta77@gmail.com","Fiverr",17841.25,INR,"Podcast Editing",2026-02-19
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",17435.24,INR,"Cloud Migration",2025-10-04
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",18973.61,INR,"Android App",2025-12-30
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",3877.71,INR,"Data Analysis Report",2026-02-11
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",12777.48,INR,"Cloud Migration",2025-12-01
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",17473.15,INR,"Data Analysis Report",2026-01-13
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Freelancer.com",17657.29,INR,"Python Script Development",2026-01-03
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Fiverr",15301.30,INR,"Virtual Assistant",2025-12-03
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Fiverr",9944.36,INR,"Copywriting",2026-01-02
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Fiverr",4708.74,INR,"Whiteboard Animation",2025-12-12
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Fiverr",21831.43,INR,"Social Media Management",2025-09-22
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Fiverr",7376.65,INR,"Virtual Assistant",2025-09-20
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Upwork",4976.36,INR,"Node.js Backend Service",2025-10-25
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Upwork",3185.71,INR,"Code Review",2026-02-03
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Upwork",7175.31,INR,"WordPress Plugin",2025-10-06
"Pooja Mukherjee","pooja.mukherjee24@gmail.com","Upwork",20075.03,INR,"SEO Optimization",2025-10-03
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",15309.28,INR,"Graphic Design",2025-10-29
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",12513.24,INR,"Social Media Management",2025-10-09
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",3355.66,INR,"Logo Design",2025-12-08
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",9636.43,INR,"Data Entry",2025-11-20
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",7860.51,INR,"Podcast Editing",2026-01-06
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",14642.10,INR,"Logo Design",2026-01-03
"Vishal Shukla","vishal.shukla72@gmail.com","Fiverr",10388.50,INR,"Voice Over",2025-09-20
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",15332.73,INR,"Machine Learning Model",2025-10-26
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",18134.88,INR,"Android App",2025-09-22
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",8744.95,INR,"IoT Dashboard",2025-12-04
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",21113.11,INR,"Blockchain Integration",2025-09-11
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",11706.34,INR,"Cloud Migration",2025-11-04
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",4194.07,INR,"IoT Dashboard",2025-10-24
"Vishal Shukla","vishal.shukla72@gmail.com","Freelancer.com",23181.44,INR,"Machine Learning Model",2025-11-16
"Vihaan Joshi","vihaan.joshi49@gmail.com","Fiverr",19942.32,INR,"Resume Writing",2025-12-31
"Vihaan Joshi","vihaan.joshi49@gmail.com","Fiverr",22962.35,INR,"Social Media Management",2025-10-24
"Vihaan Joshi","vihaan.joshi49@gmail.com","Fiverr",9246.76,INR,"Whiteboard Animation",2025-12-22
"Vihaan Joshi","vihaan.joshi49@gmail.com","Fiverr",7071.38,INR,"Voice Over",2026-02-10
"Vihaan Joshi","vihaan.joshi49@gmail.com","Fiverr",15050.81,INR,"Whiteboard Animation",2026-02-06
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",6478.54,INR,"Shopify Store Setup",2026-02-18
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",14731.41,INR,"Excel Automation",2026-02-18
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",4599.00,INR,"Data Analysis Report",2026-02-06
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",10428.98,INR,"Machine Learning Model",2025-10-20
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",4237.20,INR,"IoT Dashboard",2026-02-17
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",6943.31,INR,"Chatbot Development",2025-10-19
"Latika Pillai","latika.pillai64@gmail.com","Freelancer.com",8882.36,INR,"Android App",2026-01-28
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",10077.89,INR,"Data Analysis Report",2025-11-13
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",15688.18,INR,"Blockchain Integration",2026-02-04
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",13193.45,INR,"Data Analysis Report",2026-03-03
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",4437.79,INR,"Chatbot Development",2026-01-07
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",13812.68,INR,"Cybersecurity Audit",2025-11-15
"Naveen Chopra","naveen.chopra55@gmail.com","Freelancer.com",11697.30,INR,"IoT Dashboard",2025-11-26
"Naveen Chopra","naveen.chopra55@gmail.com","Fiverr",6226.06,INR,"Voice Over",2026-01-14
"Naveen Chopra","naveen.chopra55@gmail.com","Fiverr",4640.20,INR,"Virtual Assistant",2025-09-10
"Naveen Chopra","naveen.chopra55@gmail.com","Fiverr",15834.49,INR,"Whiteboard Animation",2026-01-11
"Kamini Grover","kamini.grover10@gmail.com","Upwork",19706.71,INR,"Code Review",2025-12-03
"Kamini Grover","kamini.grover10@gmail.com","Upwork",1064.28,INR,"React Frontend Build",2026-02-08
"Kamini Grover","kamini.grover10@gmail.com","Upwork",12927.92,INR,"Full Stack Project",2025-12-06
"Kamini Grover","kamini.grover10@gmail.com","Upwork",22083.12,INR,"Landing Page Design",2025-09-13
"Kamini Grover","kamini.grover10@gmail.com","Upwork",7286.21,INR,"Mobile App Development",2026-01-22
"Kamini Grover","kamini.grover10@gmail.com","Upwork",19214.57,INR,"Bug Fix Sprint",2025-10-08
"Vikram Chauhan","vikram.chauhan6@gmail.com","Freelancer.com",864.34,INR,"Android App",2025-10-04
"Vikram Chauhan","vikram.chauhan6@gmail.com","Freelancer.com",10844.73,INR,"Payment Gateway Setup",2025-12-14
"Vikram Chauhan","vikram.chauhan6@gmail.com","Freelancer.com",6202.39,INR,"Game Development",2026-02-12
"Vikram Chauhan","vikram.chauhan6@gmail.com","Fiverr",7495.55,INR,"Graphic Design",2025-09-20
"Vikram Chauhan","vikram.chauhan6@gmail.com","Fiverr",15285.79,INR,"Photo Editing",2025-10-11
"Vikram Chauhan","vikram.chauhan6@gmail.com","Fiverr",20536.73,INR,"Translation Service",2025-12-08
"Vikram Chauhan","vikram.chauhan6@gmail.com","Fiverr",4002.15,INR,"Logo Design",2025-11-27
"Vikram Chauhan","vikram.chauhan6@gmail.com","Fiverr",12567.00,INR,"Translation Service",2025-10-16
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",14592.74,INR,"IoT Dashboard",2025-09-25
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",17945.72,INR,"Blockchain Integration",2025-11-30
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",21516.19,INR,"Excel Automation",2026-03-06
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",13970.55,INR,"Python Script Development",2026-01-06
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",14708.67,INR,"Android App",2025-11-30
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",1435.88,INR,"Machine Learning Model",2025-09-23
"Diya Rajput","diya.rajput37@gmail.com","Freelancer.com",21684.81,INR,"Game Development",2025-09-18
"Diya Rajput","diya.rajput37@gmail.com","Fiverr",16445.58,INR,"Virtual Assistant",2026-01-14
"Diya Rajput","diya.rajput37@gmail.com","Fiverr",24922.73,INR,"Voice Over",2025-12-25
"Diya Rajput","diya.rajput37@gmail.com","Fiverr",21077.13,INR,"Graphic Design",2026-01-22
"Diya Rajput","diya.rajput37@gmail.com","Upwork",5352.53,INR,"Web Development Project",2026-03-02
"Diya Rajput","diya.rajput37@gmail.com","Upwork",3576.44,INR,"Database Optimization",2026-01-17
"Diya Rajput","diya.rajput37@gmail.com","Upwork",3210.19,INR,"Code Review",2025-10-05
"Diya Rajput","diya.rajput37@gmail.com","Upwork",10105.48,INR,"SEO Optimization",2025-12-13
"Karan Mukherjee","karan.mukherjee81@gmail.com","Upwork",20032.15,INR,"WordPress Plugin",2025-12-11
"Karan Mukherjee","karan.mukherjee81@gmail.com","Upwork",16974.16,INR,"Node.js Backend Service",2025-10-07
"Karan Mukherjee","karan.mukherjee81@gmail.com","Upwork",16796.06,INR,"WordPress Plugin",2025-11-15
"Sneha Chauhan","sneha.chauhan19@gmail.com","Upwork",3729.72,INR,"React Frontend Build",2025-11-27
"Sneha Chauhan","sneha.chauhan19@gmail.com","Upwork",12539.29,INR,"Database Optimization",2025-11-06
"Sneha Chauhan","sneha.chauhan19@gmail.com","Upwork",4738.61,INR,"SEO Optimization",2025-09-21
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",9526.73,INR,"Whiteboard Animation",2025-11-24
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",15468.18,INR,"Virtual Assistant",2026-01-07
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",18029.38,INR,"Video Editing",2025-10-22
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",4470.53,INR,"Voice Over",2025-10-07
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",22093.89,INR,"Podcast Editing",2025-12-08
"Sneha Chauhan","sneha.chauhan19@gmail.com","Fiverr",2135.78,INR,"Illustration",2026-02-18
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",10493.69,INR,"Cybersecurity Audit",2025-11-22
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",10151.04,INR,"Android App",2025-10-28
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",22627.82,INR,"Shopify Store Setup",2025-12-28
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",16940.96,INR,"Chatbot Development",2025-10-12
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",13523.81,INR,"IoT Dashboard",2025-09-26
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",10383.07,INR,"Chatbot Development",2026-01-09
"Venkat Yadav","venkat.yadav33@gmail.com","Freelancer.com",6429.87,INR,"Excel Automation",2025-12-27
"Venkat Yadav","venkat.yadav33@gmail.com","Fiverr",12301.75,INR,"Voice Over",2026-01-19
"Venkat Yadav","venkat.yadav33@gmail.com","Fiverr",3217.10,INR,"Illustration",2026-01-14
"Venkat Yadav","venkat.yadav33@gmail.com","Fiverr",4043.66,INR,"Graphic Design",2026-01-15
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",1370.06,INR,"Chatbot Development",2025-11-16
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",23968.12,INR,"IoT Dashboard",2025-12-08
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",19698.22,INR,"Data Analysis Report",2025-10-20
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",21082.44,INR,"Shopify Store Setup",2025-11-15
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",5375.41,INR,"Excel Automation",2025-10-18
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",23370.73,INR,"Game Development",2026-01-27
"Rohan Chopra","rohan.chopra66@gmail.com","Freelancer.com",3113.22,INR,"Excel Automation",2026-01-30
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",14224.59,INR,"ERP Customization",2026-02-06
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",5484.23,INR,"IoT Dashboard",2025-11-18
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",5791.91,INR,"Machine Learning Model",2026-01-11
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",3503.05,INR,"IoT Dashboard",2025-10-18
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",22633.02,INR,"ERP Customization",2026-01-19
"Neha Bhatia","neha.bhatia16@gmail.com","Freelancer.com",24603.20,INR,"Cloud Migration",2026-02-26
"Neha Bhatia","neha.bhatia16@gmail.com","Upwork",2519.70,INR,"WordPress Plugin",2025-10-14
"Neha Bhatia","neha.bhatia16@gmail.com","Upwork",10546.50,INR,"UI/UX Design Review",2025-11-24
"Neha Bhatia","neha.bhatia16@gmail.com","Upwork",10834.85,INR,"Database Optimization",2025-09-23
"Akash Yadav","akash.yadav19@gmail.com","Fiverr",18381.72,INR,"Video Editing",2025-12-18
"Akash Yadav","akash.yadav19@gmail.com","Fiverr",15144.96,INR,"Illustration",2026-02-25
"Akash Yadav","akash.yadav19@gmail.com","Fiverr",7805.21,INR,"Podcast Editing",2025-12-11
"Akash Yadav","akash.yadav19@gmail.com","Fiverr",2086.45,INR,"Video Editing",2026-02-05
"Akash Yadav","akash.yadav19@gmail.com","Fiverr",23505.74,INR,"Content Writing",2026-02-15
"Gauri Tandon","gauri.tandon77@gmail.com","Freelancer.com",6543.06,INR,"Data Analysis Report",2025-12-01
"Gauri Tandon","gauri.tandon77@gmail.com","Freelancer.com",18931.75,INR,"Cloud Migration",2025-09-21
"Gauri Tandon","gauri.tandon77@gmail.com","Freelancer.com",20784.16,INR,"Android App",2025-11-21
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",8371.61,INR,"Resume Writing",2026-02-16
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",17563.67,INR,"Content Writing",2025-11-29
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",11196.57,INR,"Content Writing",2025-11-05
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",18594.50,INR,"Translation Service",2025-11-13
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",2012.02,INR,"Copywriting",2026-01-24
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",11174.08,INR,"Whiteboard Animation",2026-03-01
"Gauri Tandon","gauri.tandon77@gmail.com","Fiverr",14077.64,INR,"Social Media Management",2026-02-04
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",9374.13,INR,"Bug Fix Sprint",2025-11-01
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",23577.57,INR,"WordPress Plugin",2025-10-19
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",23977.62,INR,"Landing Page Design",2026-01-01
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",9226.87,INR,"Full Stack Project",2025-10-30
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",21640.32,INR,"React Frontend Build",2026-02-16
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",16652.13,INR,"UI/UX Design Review",2025-11-08
"Gauri Tandon","gauri.tandon77@gmail.com","Upwork",1028.50,INR,"Mobile App Development",2025-09-20
"Siddharth Iyer","siddharth.iyer53@gmail.com","Freelancer.com",17862.07,INR,"Blockchain Integration",2025-12-28
"Siddharth Iyer","siddharth.iyer53@gmail.com","Freelancer.com",24933.83,INR,"Blockchain Integration",2025-12-19
"Siddharth Iyer","siddharth.iyer53@gmail.com","Freelancer.com",24136.64,INR,"Excel Automation",2025-10-26
"Siddharth Iyer","siddharth.iyer53@gmail.com","Freelancer.com",20966.02,INR,"Chatbot Development",2025-11-02
"Siddharth Iyer","siddharth.iyer53@gmail.com","Freelancer.com",24871.40,INR,"IoT Dashboard",2025-09-30
